2022-10-04T01:00:36.765861,00:39,60:39
2022-10-04T01:01:15.806529,00:38,61:18
2022-10-04T01:01:54.488725,00:41,61:59
2022-10-04T01:02:35.827176,00:39,62:38
2022-10-04T01:03:14.855635,00:41,63:20
2022-10-04T01:03:56.460129,00:41,64:01
2022-10-04T01:04:37.724037,00:41,64:43
2022-10-04T01:05:19.412883,00:41,65:24
2022-10-04T01:06:00.697688,00:43,66:08
2022-10-04T01:06:44.576037,00:48,66:57
2022-10-04T01:07:33.447654,00:43,67:40
2022-10-04T01:08:17.337333,00:42,68:23
2022-10-04T01:09:00.201328,00:40,69:04
2022-10-04T01:09:40.384958,00:41,69:45
2022-10-04T01:10:22.272588,00:40,70:25
2022-10-04T01:11:02.350411,00:40,71:06
2022-10-04T01:11:42.706950,00:39,71:46
2022-10-04T01:12:22.409251,00:43,72:29
2022-10-04T01:13:06.331338,00:44,73:14
2022-10-04T01:13:51.158621,00:42,73:57
2022-10-04T01:14:33.593979,00:42,74:39
2022-10-04T01:15:15.626106,00:42,75:22
2022-10-04T01:15:58.403066,00:43,76:05
2022-10-04T01:16:41.986235,00:47,76:52
2022-10-04T01:17:29.270045,00:45,77:38
2022-10-04T01:18:14.917410,00:41,78:19
2022-10-04T01:18:55.949558,00:41,79:00
2022-10-04T01:19:37.258207,00:41,79:42
2022-10-04T01:20:18.560087,00:41,80:23
2022-10-04T01:21:00.116142,00:41,81:05
2022-10-04T01:21:41.586724,01:02,82:07
2022-10-04T01:22:43.969344,00:53,83:01
2022-10-04T01:23:37.386075,00:49,83:50
2022-10-04T01:24:26.424408,00:44,84:34
2022-10-04T01:25:10.972498,00:44,85:18
2022-10-04T01:25:55.350637,00:47,86:06
2022-10-04T01:26:42.464577,00:46,86:52
2022-10-04T01:27:28.924067,00:45,87:37
2022-10-04T01:28:14.352859,00:49,88:27
2022-10-04T01:29:03.662175,00:46,89:13
2022-10-04T01:29:49.907314,00:46,90:00
2022-10-04T01:30:36.902951,00:47,90:47
2022-10-04T01:31:24.290480,00:46,91:34
2022-10-04T01:32:10.573292,00:47,92:21
2022-10-04T01:32:57.991790,00:47,93:08
2022-10-04T01:33:45.350176,00:48,93:57
2022-10-04T01:34:33.529947,00:46,94:43
2022-10-04T01:35:20.206379,00:48,95:31
2022-10-04T01:36:08.220613,00:44,96:16
2022-10-04T01:36:52.445020,00:43,96:59
2022-10-04T01:37:35.697582,00:42,97:41
2022-10-04T01:38:18.230725,00:48,98:30
2022-10-04T01:39:06.689431,00:52,99:22
2022-10-04T01:39:59.138421,00:55,100:17
2022-10-04T01:40:54.285871,00:53,101:11
2022-10-04T01:41:47.474673,00:49,102:00
2022-10-04T01:42:36.574922,00:51,102:51
2022-10-04T01:43:28.089669,00:51,103:42
2022-10-04T01:44:19.203293,00:48,104:31
2022-10-04T01:45:07.415844,00:52,105:23
2022-10-04T01:45:59.580469,00:48,106:11
2022-10-04T01:46:48.061708,00:46,106:58
2022-10-04T01:47:34.981798,00:48,107:47
2022-10-04T01:48:23.928648,00:48,108:35
2022-10-04T01:49:11.985920,00:47,109:22
2022-10-04T01:49:59.190726,00:53,110:16
2022-10-04T01:50:52.636388,00:47,111:04
2022-10-04T01:51:40.396585,00:47,111:51
2022-10-04T01:52:28.162277,00:51,112:43
2022-10-04T01:53:19.723957,00:53,113:36
2022-10-04T01:54:12.768576,00:52,114:28
2022-10-04T01:55:04.937906,00:50,115:19
2022-10-04T01:55:55.378735,00:48,116:07
2022-10-04T01:56:43.927919,00:50,116:57
2022-10-04T01:57:34.122928,00:53,117:50
2022-10-04T01:58:27.163723,00:52,118:43
2022-10-04T01:59:19.744012,00:51,119:34
2022-10-04T02:00:11.363144,00:47,120:22
2022-10-04T02:00:59.278267,00:51,121:14
2022-10-04T02:01:50.632354,00:50,122:04
2022-10-04T02:02:41.245212,00:44,122:49
2022-10-04T02:03:25.656514,00:49,123:38
2022-10-04T02:04:15.046723,00:49,124:28
2022-10-04T02:05:04.527979,00:47,125:16
2022-10-04T02:05:52.426296,00:49,126:06
2022-10-04T02:06:42.413070,00:47,126:53
2022-10-04T02:07:30.069210,00:46,127:40
2022-10-04T02:08:16.741165,00:48,128:28
2022-10-04T02:09:05.004925,00:50,129:19
2022-10-04T02:09:55.977985,00:45,130:04
2022-10-04T02:10:41.062312,00:45,130:50
2022-10-04T02:11:26.540409,00:44,131:34
2022-10-04T02:12:11.065244,00:45,132:20
2022-10-04T02:12:56.625447,00:46,133:06
2022-10-04T02:13:42.707157,00:47,133:54
2022-10-04T02:14:30.676969,00:45,134:39
2022-10-04T02:15:15.980969,00:45,135:25
2022-10-04T02:16:01.901468,00:49,136:15
2022-10-04T02:16:51.557495,00:45,137:00
2022-10-04T02:17:36.687437,00:44,137:45
2022-10-04T02:18:21.617559,00:49,138:34
2022-10-04T02:19:10.945478,00:45,139:20
2022-10-04T02:19:56.387415,00:48,140:08
2022-10-04T02:20:45.145578,00:48,140:57
2022-10-04T02:21:33.378754,00:47,141:44
2022-10-04T02:22:21.116069,00:47,142:31
2022-10-04T02:23:08.158065,00:51,143:23
2022-10-04T02:23:59.616400,00:51,144:15
2022-10-04T02:24:51.432702,00:49,145:04
2022-10-04T02:25:41.360078,00:45,145:50
2022-10-04T02:26:26.907313,00:50,146:40
2022-10-04T02:27:17.114675,00:50,147:30
2022-10-04T02:28:07.243292,00:50,148:21
2022-10-04T02:28:58.160036,00:51,149:13
2022-10-04T02:29:49.694752,00:49,150:03
2022-10-04T02:30:39.520385,00:51,150:54
2022-10-04T02:31:30.900432,00:46,151:40
2022-10-04T02:32:16.947056,00:49,152:29
2022-10-04T02:33:06.225430,00:51,153:21
2022-10-04T02:33:57.748823,00:51,154:13
2022-10-04T02:34:49.604105,00:55,155:08
2022-10-04T02:35:44.948381,00:49,155:58
2022-10-04T02:36:34.939475,00:54,156:52
2022-10-04T02:37:29.329629,00:51,157:44
2022-10-04T02:38:20.810063,00:50,158:35
2022-10-04T02:39:11.783541,00:48,159:23
2022-10-04T02:40:00.057826,00:49,160:13
2022-10-04T02:40:49.974820,00:51,161:05
2022-10-04T02:41:41.421078,00:53,161:58
2022-10-04T02:42:34.938864,00:56,162:54
2022-10-04T02:43:31.277223,00:52,163:47
2022-10-04T02:44:23.496936,00:52,164:39
2022-10-04T02:45:15.805165,00:56,165:35
2022-10-04T02:46:12.023487,00:51,166:27
2022-10-04T02:47:03.394840,00:49,167:16
2022-10-04T02:47:52.940770,00:51,168:08
2022-10-04T02:48:44.447054,00:52,169:00
2022-10-04T02:49:37.297216,00:49,169:50
2022-10-04T02:50:26.956529,00:51,170:42
2022-10-04T02:51:18.423090,00:51,171:33
2022-10-04T02:52:09.760153,00:53,172:26
2022-10-04T02:53:03.034769,00:49,173:16
2022-10-04T02:53:52.600908,00:48,174:04
2022-10-04T02:54:41.317956,00:49,174:54
2022-10-04T02:55:30.759864,00:52,175:46
2022-10-04T02:56:23.322570,00:53,176:40
2022-10-04T02:57:16.698838,00:48,177:28
2022-10-04T02:58:05.222549,00:52,178:21
2022-10-04T02:58:57.447511,00:52,179:13
2022-10-04T02:59:50.325535,00:49,180:03
2022-10-04T03:00:39.691337,00:48,180:52
2022-10-04T03:01:28.542851,00:51,181:43
2022-10-04T03:02:19.650639,00:51,182:34
2022-10-04T03:03:10.863442,00:50,183:24
2022-10-04T03:04:01.212050,00:50,184:15
2022-10-04T03:04:52.130265,00:48,185:04
2022-10-04T03:05:40.790314,00:53,185:57
2022-10-04T03:06:33.918507,00:50,186:48
2022-10-04T03:07:24.628889,00:47,187:36
2022-10-04T03:08:12.499663,00:48,188:24
2022-10-04T03:09:00.989533,00:51,189:16
2022-10-04T03:09:52.596914,00:50,190:06
2022-10-04T03:10:43.137898,00:48,190:55
2022-10-04T03:11:31.711132,00:47,191:42
2022-10-04T03:12:19.020991,00:49,192:32
2022-10-04T03:13:08.706809,00:48,193:21
2022-10-04T03:13:57.609538,00:52,194:13
2022-10-04T03:14:50.370044,00:53,195:07
2022-10-04T03:15:43.606567,00:54,196:01
2022-10-04T03:16:38.332628,00:53,196:55
2022-10-04T03:17:31.548876,00:55,197:51
2022-10-04T03:18:27.438278,00:56,198:47
2022-10-04T03:19:23.584240,00:55,199:42
2022-10-04T03:20:19.041481,00:52,200:35
2022-10-04T03:21:11.759083,00:55,201:30
2022-10-04T03:22:06.979198,00:53,202:24
2022-10-04T03:23:00.534944,00:59,203:23
2022-10-04T03:23:59.977707,00:56,204:20
2022-10-04T03:24:56.489656,00:56,205:16
2022-10-04T03:25:53.182796,00:53,206:10
2022-10-04T03:26:47.132931,00:56,207:07
2022-10-04T03:27:43.435315,00:56,208:03
2022-10-04T03:28:40.175594,00:55,208:59
2022-10-04T03:29:35.780280,01:00,209:59
2022-10-04T03:30:35.830143,00:58,210:58
2022-10-04T03:31:34.820984,01:01,212:00
2022-10-04T03:32:36.693040,00:54,212:54
2022-10-04T03:33:31.270784,00:56,213:50
2022-10-04T03:34:27.294687,00:54,214:45
2022-10-04T03:35:21.382242,00:54,215:39
2022-10-04T03:36:15.639805,00:55,216:35
2022-10-04T03:37:11.570846,00:55,217:30
2022-10-04T03:38:07.087291,00:58,218:29
2022-10-04T03:39:05.849086,00:53,219:22
2022-10-04T03:39:59.061696,00:53,220:16
2022-10-04T03:40:53.051734,00:59,221:15
2022-10-04T03:41:52.317942,00:55,222:11
2022-10-04T03:42:48.271531,01:00,223:12
2022-10-04T03:43:48.813783,01:01,224:13
2022-10-04T03:44:50.303193,00:57,225:11
2022-10-04T03:45:47.442358,00:56,226:07
2022-10-04T03:46:43.892411,00:59,227:07
2022-10-04T03:47:43.392541,00:56,228:03
2022-10-04T03:48:40.308772,00:58,229:02
2022-10-04T03:49:38.505292,01:00,230:02
2022-10-04T03:50:39.271520,00:55,230:58
2022-10-04T03:51:34.758009,00:57,231:55
2022-10-04T03:52:32.192418,00:57,232:53
2022-10-04T03:53:30.171163,00:59,233:52
2022-10-04T03:54:29.262488,00:59,234:52
2022-10-04T03:55:29.168682,00:59,235:52
2022-10-04T03:56:28.991580,00:58,236:51
2022-10-04T03:57:27.469812,00:57,237:48
2022-10-04T03:58:24.803220,01:03,238:51
2022-10-04T03:59:27.850972,00:58,239:50
2022-10-04T04:00:26.433299,01:00,240:50
2022-10-04T04:01:26.536696,01:00,241:50
2022-10-04T04:02:27.293043,00:56,242:47
2022-10-04T04:03:24.116543,01:03,243:51
2022-10-04T04:04:27.560539,01:04,244:56
2022-10-04T04:05:32.447897,01:01,245:57
2022-10-04T04:06:34.132778,00:59,246:57
2022-10-04T04:07:33.672583,00:59,247:57
2022-10-04T04:08:33.447678,01:02,248:59
2022-10-04T04:09:35.965789,01:05,250:05
2022-10-04T04:10:41.689320,01:02,251:08
2022-10-04T04:11:44.430479,01:06,252:14
2022-10-04T04:12:50.811815,01:06,253:21
2022-10-04T04:13:57.786254,01:06,254:27
2022-10-04T04:15:04.008456,01:01,255:29
2022-10-04T04:16:05.474644,00:53,256:22
